index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
9154,5011000000000000.0,4127100000000000.0,식품,농산물,6
9155,5011000000000000.0,4127100000000000.0,식품,농산물,4
9156,5011000000000000.0,4127300000000000.0,식품,농산물,15
9157,5011000000000000.0,4127300000000000.0,식품,농산물,3
9158,5011000000000000.0,4145000000000000.0,식품,농산물,3
9159,5011000000000000.0,4146500000000000.0,식품,농산물,3
9160,5011000000000000.0,4146500000000000.0,식품,농산물,3
9161,5011000000000000.0,4155000000000000.0,식품,농산물,3
9162,5011000000000000.0,4161000000000000.0,식품,농산물,4
9163,5011000000000000.0,4311100000000000.0,식품,농산물,4
9164,5011000000000000.0,4413300000000000.0,식품,농산물,7
9165,5011000000000000.0,4420000000000000.0,식품,농산물,3
9166,5011000000000000.0,4514000000000000.0,식품,농산물,3
9167,5011000000000000.0,4719000000000000.0,식품,농산물,4
9168,5011000000000000.0,4721000000000000.0,식품,농산물,5
9169,5011000000000000.0,4785000000000000.0,식품,농산물,3
9170,5011000000000000.0,4785000000000000.0,식품,농산물,3
9171,5011000000000000.0,4812700000000000.0,식품,농산물,3
9172,5011000000000000.0,4825000000000000.0,식품,농산물,4
9173,5011000000000000.0,4825000000000000.0,식품,농산물,3
9174,5011000000000000.0,4872000000000000.0,식품,농산물,3
9175,5011000000000000.0,1147000000000000.0,식품,농산물,3
9176,5011000000000000.0,1154500000000000.0,식품,농산물,4
9177,5011000000000000.0,2635000000000000.0,식품,농산물,4
9178,5011000000000000.0,2818500000000000.0,식품,농산물,3
9179,5011000000000000.0,2818500000000000.0,식품,농산물,3
9180,5011000000000000.0,2820000000000000.0,식품,농산물,3
9181,5011000000000000.0,2914000000000000.0,식품,농산물,4
9182,5011000000000000.0,2920000000000000.0,식품,농산물,5
9183,5011000000000000.0,4111100000000000.0,식품,농산물,5
9184,5011000000000000.0,4111300000000000.0,식품,농산물,3
9185,5011000000000000.0,4113500000000000.0,식품,농산물,3
9186,5011000000000000.0,4127300000000000.0,식품,농산물,3
9187,5011000000000000.0,4146300000000000.0,식품,농산물,3
9188,5011000000000000.0,4425000000000000.0,식품,농산물,3
9189,5011000000000000.0,1150000000000000.0,식품,농산물,3
9190,5011000000000000.0,1135000000000000.0,식품,수산,3
9191,5011000000000000.0,3117000000000000.0,식품,농산물,3
9192,5011000000000000.0,1132000000000000.0,식품,농산물,3
9193,5011000000000000.0,4113500000000000.0,식품,농산물,3
9194,5011000000000000.0,4315000000000000.0,식품,농산물,4
9195,5011000000000000.0,2726000000000000.0,식품,농산물,4
9196,5011000000000000.0,4139000000000000.0,식품,농산물,4
9197,5011000000000000.0,4817000000000000.0,식품,농산물,3
9198,5011000000000000.0,4111700000000000.0,식품,음료,20
9199,5011000000000000.0,5011000000000000.0,식품,냉동/간편조리식품,3
9200,5011000000000000.0,3117000000000000.0,식품,농산물,5
9201,5011000000000000.0,4127100000000000.0,식품,농산물,17
9202,5011000000000000.0,2771000000000000.0,식품,농산물,8
9203,5011000000000000.0,4773000000000000.0,식품,농산물,3
9204,5011000000000000.0,4571000000000000.0,식품,수산,6
9205,5011000000000000.0,1156000000000000.0,식품,축산,6
9206,5011000000000000.0,4159000000000000.0,식품,축산,3
9207,5011000000000000.0,4623000000000000.0,식품,농산물,3
9208,5011000000000000.0,4127300000000000.0,식품,농산물,5
9209,5011000000000000.0,1150000000000000.0,식품,축산,9
9210,5011000000000000.0,2917000000000000.0,디지털/가전,기타디지털/가전,5
9211,5011000000000000.0,4127100000000000.0,식품,농산물,8
9212,5011000000000000.0,2820000000000000.0,식품,수산,5
9213,5011000000000000.0,2826000000000000.0,식품,수산,3
9214,5011000000000000.0,4275000000000000.0,식품,수산,3
9215,5011000000000000.0,4514000000000000.0,식품,수산,8
9216,5011000000000000.0,1171000000000000.0,식품,농산물,3
9217,5011000000000000.0,1171000000000000.0,식품,축산,42
9218,5011000000000000.0,2614000000000000.0,식품,축산,3
9219,5011000000000000.0,4611000000000000.0,식품,농산물,4
9220,5011000000000000.0,4831000000000000.0,식품,농산물,9
9221,5011000000000000.0,1154500000000000.0,식품,수산,3
9222,5011000000000000.0,4785000000000000.0,식품,가공식품,8
9223,5011000000000000.0,4111500000000000.0,식품,농산물,3
9224,5011000000000000.0,4136000000000000.0,식품,농산물,4
9225,5011000000000000.0,4611000000000000.0,식품,수산,18
9226,5011000000000000.0,1111000000000000.0,식품,기타식품,5
9227,5011000000000000.0,4213000000000000.0,식품,농산물,5
9228,5011000000000000.0,2920000000000000.0,식품,농산물,3
9229,5011000000000000.0,1168000000000000.0,식품,농산물,3
9230,5011000000000000.0,4831000000000000.0,식품,농산물,4
9231,5011000000000000.0,1138000000000000.0,식품,농산물,3
9232,5011000000000000.0,1150000000000000.0,식품,농산물,3
9233,5011000000000000.0,4139000000000000.0,식품,농산물,3
9234,5011000000000000.0,4146300000000000.0,식품,농산물,5
9235,5011000000000000.0,4277000000000000.0,식품,농산물,3
9236,5011000000000000.0,4677000000000000.0,식품,농산물,7
9237,5011000000000000.0,4711100000000000.0,식품,농산물,9
9238,5011000000000000.0,4211000000000000.0,식품,농산물,3
9239,5011000000000000.0,2917000000000000.0,식품,농산물,3
9240,5011000000000000.0,4471000000000000.0,식품,농산물,8
9241,5011000000000000.0,4711100000000000.0,식품,수산,3
9242,5011000000000000.0,4150000000000000.0,식품,농산물,3
9243,5011000000000000.0,2820000000000000.0,식품,음료,20
9244,5011000000000000.0,1129000000000000.0,식품,농산물,3
9245,5011000000000000.0,4128100000000000.0,식품,농산물,3
9246,5011000000000000.0,4122000000000000.0,식품,농산물,4
9247,5011000000000000.0,4611000000000000.0,식품,농산물,5
9248,5011000000000000.0,1144000000000000.0,생활/건강,음반,4
9249,5011000000000000.0,1144000000000000.0,생활/건강,음반,3
9250,5011000000000000.0,1162000000000000.0,생활/건강,음반,3
9251,5011000000000000.0,1165000000000000.0,생활/건강,음반,3
9252,5011000000000000.0,1171000000000000.0,생활/건강,음반,3
9253,5011000000000000.0,2720000000000000.0,생활/건강,음반,3
9254,5011000000000000.0,2820000000000000.0,생활/건강,음반,3
9255,5011000000000000.0,2823700000000000.0,생활/건강,음반,3
9256,5011000000000000.0,3023000000000000.0,생활/건강,음반,3
9257,5011000000000000.0,4573000000000000.0,생활/건강,음반,3
9258,5011000000000000.0,4127300000000000.0,식품,농산물,4
9259,5011000000000000.0,4137000000000000.0,식품,농산물,3
9260,5011000000000000.0,4825000000000000.0,식품,농산물,5
9261,5011000000000000.0,4713000000000000.0,식품,농산물,3
9262,5011000000000000.0,1159000000000000.0,식품,농산물,3
9263,5011000000000000.0,1162000000000000.0,식품,농산물,3
9264,5011000000000000.0,2726000000000000.0,식품,농산물,3
9265,5011000000000000.0,4717000000000000.0,식품,농산물,4
9266,5011000000000000.0,4420000000000000.0,식품,과자,3
9267,5011000000000000.0,2632000000000000.0,식품,농산물,5
9268,5011000000000000.0,2917000000000000.0,식품,농산물,5
9269,5011000000000000.0,4615000000000000.0,식품,농산물,7
9270,5011000000000000.0,4165000000000000.0,식품,기타식품,3
9271,5011000000000000.0,4613000000000000.0,식품,음료,4
9272,5011000000000000.0,2818500000000000.0,식품,농산물,4
9273,5011000000000000.0,3014000000000000.0,식품,농산물,5
9274,5011000000000000.0,4728000000000000.0,식품,농산물,4
9275,5011000000000000.0,4715000000000000.0,식품,농산물,5
9276,5011000000000000.0,4111300000000000.0,식품,농산물,5
9277,5011000000000000.0,4415000000000000.0,식품,농산물,7
9278,5011000000000000.0,4827000000000000.0,식품,기타식품,14
9279,5011000000000000.0,4128100000000000.0,식품,농산물,3
9280,5011000000000000.0,4128100000000000.0,식품,농산물,3
9281,5011000000000000.0,4684000000000000.0,식품,기타식품,5
9282,5011000000000000.0,4119500000000000.0,식품,농산물,3
9283,5011000000000000.0,4611000000000000.0,식품,농산물,3
9284,5013000000000000.0,4136000000000000.0,식품,농산물,5
9285,5013000000000000.0,2826000000000000.0,식품,농산물,4
9286,5013000000000000.0,4713000000000000.0,식품,농산물,3
9287,5013000000000000.0,4128500000000000.0,식품,농산물,4
9288,5013000000000000.0,4111100000000000.0,식품,농산물,6
9289,5013000000000000.0,4874000000000000.0,식품,농산물,4
9290,5013000000000000.0,4711300000000000.0,식품,농산물,3
9291,5013000000000000.0,4121000000000000.0,식품,농산물,3
9292,5013000000000000.0,4127100000000000.0,식품,음료,3
9293,5013000000000000.0,3020000000000000.0,식품,농산물,3
9294,5013000000000000.0,4315000000000000.0,식품,농산물,4
9295,5013000000000000.0,4121000000000000.0,식품,농산물,3
9296,5013000000000000.0,4421000000000000.0,식품,농산물,3
9297,5013000000000000.0,1114000000000000.0,식품,농산물,3
9298,5013000000000000.0,1123000000000000.0,식품,농산물,3
9299,5013000000000000.0,1126000000000000.0,식품,농산물,3
9300,5013000000000000.0,1144000000000000.0,식품,농산물,5
9301,5013000000000000.0,1165000000000000.0,식품,농산물,3
9302,5013000000000000.0,1168000000000000.0,식품,농산물,3
9303,5013000000000000.0,2714000000000000.0,식품,농산물,3
9304,5013000000000000.0,2817000000000000.0,식품,농산물,4
9305,5013000000000000.0,2823700000000000.0,식품,농산물,3
9306,5013000000000000.0,2824500000000000.0,식품,농산물,3
9307,5013000000000000.0,3611000000000000.0,식품,농산물,3
9308,5013000000000000.0,4113500000000000.0,식품,농산물,9
9309,5013000000000000.0,4113500000000000.0,식품,농산물,3
9310,5013000000000000.0,4121000000000000.0,식품,농산물,3
9311,5013000000000000.0,4148000000000000.0,식품,농산물,3
9312,5013000000000000.0,4148000000000000.0,식품,농산물,3
9313,5013000000000000.0,4413300000000000.0,식품,농산물,15
9314,5013000000000000.0,4420000000000000.0,식품,농산물,3
9315,5013000000000000.0,4482500000000000.0,식품,농산물,3
9316,5013000000000000.0,4688000000000000.0,식품,농산물,9
9317,5013000000000000.0,1141000000000000.0,식품,농산물,3
9318,5013000000000000.0,2817000000000000.0,식품,농산물,3
9319,5013000000000000.0,1129000000000000.0,식품,농산물,3
9320,5013000000000000.0,3120000000000000.0,식품,농산물,4
9321,5013000000000000.0,4812100000000000.0,식품,농산물,3
9322,5013000000000000.0,4773000000000000.0,식품,농산물,5
9323,5013000000000000.0,1141000000000000.0,식품,농산물,3
9324,5013000000000000.0,4119500000000000.0,식품,농산물,3
9325,5013000000000000.0,4111300000000000.0,식품,음료,4
9326,5013000000000000.0,4514000000000000.0,식품,음료,5
9327,5013000000000000.0,3120000000000000.0,식품,농산물,3
9328,5013000000000000.0,2771000000000000.0,식품,농산물,4
9329,5013000000000000.0,4111700000000000.0,식품,농산물,3
9330,5013000000000000.0,4111700000000000.0,식품,농산물,3
9331,5013000000000000.0,4139000000000000.0,식품,농산물,3
9332,5013000000000000.0,4146300000000000.0,식품,농산물,3
9333,5013000000000000.0,4146500000000000.0,식품,농산물,4
9334,5013000000000000.0,4155000000000000.0,식품,농산물,3
9335,5013000000000000.0,4280000000000000.0,식품,농산물,3
9336,5013000000000000.0,4311100000000000.0,식품,농산물,3
9337,5013000000000000.0,4380000000000000.0,식품,농산물,3
9338,5013000000000000.0,4418000000000000.0,식품,농산물,3
9339,5013000000000000.0,4421000000000000.0,식품,농산물,3
9340,5013000000000000.0,4427000000000000.0,식품,농산물,3
9341,5013000000000000.0,4812900000000000.0,식품,농산물,7
9342,5013000000000000.0,2714000000000000.0,식품,농산물,3
9343,5013000000000000.0,4833000000000000.0,식품,농산물,62
9344,5013000000000000.0,2920000000000000.0,식품,농산물,3
9345,5013000000000000.0,1162000000000000.0,식품,농산물,3
9346,5013000000000000.0,4127300000000000.0,식품,농산물,4
9347,5013000000000000.0,4137000000000000.0,식품,농산물,3
9348,5013000000000000.0,4825000000000000.0,식품,농산물,4
9349,5013000000000000.0,2635000000000000.0,식품,농산물,3
9350,5013000000000000.0,3011000000000000.0,식품,농산물,3
9351,5013000000000000.0,4111100000000000.0,식품,농산물,3
9352,5013000000000000.0,4215000000000000.0,식품,농산물,3
9353,5013000000000000.0,4313000000000000.0,식품,농산물,8
9354,5013000000000000.0,4687000000000000.0,식품,농산물,11
9355,5013000000000000.0,1144000000000000.0,식품,농산물,5
9356,5013000000000000.0,1154500000000000.0,식품,농산물,3
9357,5013000000000000.0,1165000000000000.0,식품,농산물,4
9358,5013000000000000.0,1168000000000000.0,식품,농산물,5
9359,5013000000000000.0,2635000000000000.0,식품,농산물,3
9360,5013000000000000.0,4423000000000000.0,식품,농산물,3
9361,5013000000000000.0,4113500000000000.0,식품,농산물,8
9362,5013000000000000.0,4311300000000000.0,식품,농산물,3
9363,5013000000000000.0,4115000000000000.0,식품,농산물,5
9364,5013000000000000.0,4377000000000000.0,식품,농산물,4
9365,5013000000000000.0,4148000000000000.0,식품,농산물,5
9366,5013000000000000.0,1153000000000000.0,식품,농산물,4
9367,5013000000000000.0,3171000000000000.0,식품,농산물,4
9368,5013000000000000.0,4111500000000000.0,식품,농산물,3
9369,5013000000000000.0,4117300000000000.0,식품,농산물,4
9370,5013000000000000.0,4281000000000000.0,식품,농산물,4
9371,5013000000000000.0,4476000000000000.0,식품,농산물,5
9372,5013000000000000.0,4511100000000000.0,식품,농산물,3
9373,5013000000000000.0,4136000000000000.0,생활/건강,주방용품,5
9374,5013000000000000.0,4315000000000000.0,식품,기타식품,5
9375,5013000000000000.0,1144000000000000.0,식품,농산물,3
9376,5013000000000000.0,4139000000000000.0,식품,농산물,3
9377,5013000000000000.0,4311300000000000.0,식품,농산물,10
9378,5013000000000000.0,3120000000000000.0,식품,농산물,12
9379,5013000000000000.0,3120000000000000.0,식품,농산물,4
9380,5013000000000000.0,3017000000000000.0,식품,농산물,5
9381,5013000000000000.0,4513000000000000.0,식품,기타식품,3
9382,5013000000000000.0,4574000000000000.0,식품,농산물,4
9383,5013000000000000.0,2714000000000000.0,식품,농산물,4
9384,5013000000000000.0,4888000000000000.0,식품,농산물,12
9385,5013000000000000.0,4613000000000000.0,식품,농산물,5
9386,5013000000000000.0,4725000000000000.0,식품,농산물,13
9387,5013000000000000.0,4136000000000000.0,식품,농산물,3
9388,5013000000000000.0,4773000000000000.0,식품,농산물,3
9389,5013000000000000.0,4623000000000000.0,식품,농산물,5
9390,5013000000000000.0,1168000000000000.0,식품,농산물,3
9391,5013000000000000.0,4127300000000000.0,패션의류,기타패션의류,53
9392,5013000000000000.0,1132000000000000.0,식품,농산물,4
9393,5013000000000000.0,4119700000000000.0,식품,농산물,7
9394,5013000000000000.0,2826000000000000.0,식품,농산물,3
9395,5013000000000000.0,4824000000000000.0,식품,농산물,10
9396,5013000000000000.0,2650000000000000.0,식품,농산물,3
9397,5013000000000000.0,2629000000000000.0,식품,농산물,3
9398,5013000000000000.0,4157000000000000.0,식품,농산물,3
9399,1117000000000000.0,5011000000000000.0,패션의류,상의,3
9400,1117000000000000.0,5011000000000000.0,생활/건강,문구/사무용품,6
9401,1120000000000000.0,5013000000000000.0,생활/건강,반려동물,4
9402,1126000000000000.0,5011000000000000.0,식품,건강식품,6
9403,1153000000000000.0,5011000000000000.0,식품,건강식품,3
9404,1153000000000000.0,5013000000000000.0,식품,건강식품,4
9405,1168000000000000.0,5011000000000000.0,화장품/미용,스킨케어,3
9406,1168000000000000.0,5013000000000000.0,식품,건강식품,6
9407,2714000000000000.0,5011000000000000.0,식품,축산,3
9408,3017000000000000.0,5011000000000000.0,식품,가공식품,3
9409,3020000000000000.0,5011000000000000.0,생활/건강,문구/사무용품,15
9410,3023000000000000.0,5011000000000000.0,생활/건강,건강용품,3
9411,4119900000000000.0,5011000000000000.0,패션의류,상의,4
9412,4119900000000000.0,5013000000000000.0,식품,건강식품,6
9413,4122000000000000.0,5011000000000000.0,생활/건강,반려동물,3
9414,4127100000000000.0,5013000000000000.0,식품,가공식품,3
9415,4127300000000000.0,5011000000000000.0,패션의류,상의,4
9416,4128100000000000.0,5011000000000000.0,식품,농산물,3
9417,4128500000000000.0,5011000000000000.0,식품,음료,8
9418,4136000000000000.0,5011000000000000.0,식품,음료,3
9419,4136000000000000.0,5011000000000000.0,생활/건강,반려동물,3
9420,4136000000000000.0,5011000000000000.0,생활/건강,음반,20
9421,4141000000000000.0,5011000000000000.0,식품,가공식품,4
9422,4141000000000000.0,5011000000000000.0,화장품/미용,스킨케어,5
9423,4145000000000000.0,5013000000000000.0,식품,수산,10
9424,4146100000000000.0,5011000000000000.0,생활/건강,문구/사무용품,7
9425,4146100000000000.0,5011000000000000.0,생활/건강,주방용품,3
9426,4146100000000000.0,5011000000000000.0,생활/건강,주방용품,6
9427,4146100000000000.0,5011000000000000.0,식품,건강식품,3
9428,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,7
9429,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,5
9430,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
9431,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,5
9432,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
9433,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
9434,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,3
9435,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,3
9436,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,4
9437,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
9438,4148000000000000.0,5013000000000000.0,생활/건강,음반,9
9439,4150000000000000.0,5011000000000000.0,식품,음료,7
9440,4150000000000000.0,5011000000000000.0,식품,건강식품,4
9441,4150000000000000.0,5011000000000000.0,식품,음료,5
9442,4157000000000000.0,5011000000000000.0,생활/건강,주방용품,6
9443,4157000000000000.0,5011000000000000.0,식품,가공식품,4
9444,4157000000000000.0,5011000000000000.0,식품,가공식품,5
9445,4157000000000000.0,5013000000000000.0,식품,냉동/간편조리식품,4
9446,4159000000000000.0,5011000000000000.0,식품,냉동/간편조리식품,3
9447,4159000000000000.0,5011000000000000.0,식품,냉동/간편조리식품,5
9448,4159000000000000.0,5011000000000000.0,생활/건강,생활용품,3
9449,4159000000000000.0,5011000000000000.0,식품,음료,3
9450,4159000000000000.0,5013000000000000.0,식품,과자,3
9451,4161000000000000.0,5011000000000000.0,식품,축산,3
9452,4161000000000000.0,5011000000000000.0,생활/건강,생활용품,4
9453,4311100000000000.0,5011000000000000.0,식품,음료,5
9454,4311100000000000.0,5013000000000000.0,식품,음료,20
9455,4315000000000000.0,5013000000000000.0,식품,농산물,8
9456,4375000000000000.0,5013000000000000.0,식품,농산물,3
9457,4511300000000000.0,5011000000000000.0,생활/건강,주방용품,4
9458,4617000000000000.0,5011000000000000.0,식품,수산,11
9459,4711300000000000.0,5013000000000000.0,식품,기타식품,4
9460,4775000000000000.0,5011000000000000.0,식품,농산물,3
9461,4825000000000000.0,5011000000000000.0,디지털/가전,기타디지털/가전,3
9462,5011000000000000.0,1114000000000000.0,식품,농산물,4
9463,5011000000000000.0,1132000000000000.0,식품,농산물,4
9464,5011000000000000.0,1153000000000000.0,식품,농산물,5
9465,5011000000000000.0,1162000000000000.0,식품,농산물,3
9466,5011000000000000.0,1165000000000000.0,식품,농산물,3
9467,5011000000000000.0,1171000000000000.0,식품,농산물,3
9468,5011000000000000.0,1171000000000000.0,식품,농산물,3
9469,5011000000000000.0,2623000000000000.0,식품,농산물,3
9470,5011000000000000.0,2626000000000000.0,식품,농산물,3
9471,5011000000000000.0,2629000000000000.0,식품,농산물,6
9472,5011000000000000.0,2638000000000000.0,식품,농산물,3
9473,5011000000000000.0,2647000000000000.0,식품,농산물,5
9474,5011000000000000.0,2726000000000000.0,식품,농산물,3
9475,5011000000000000.0,2726000000000000.0,식품,농산물,3
9476,5011000000000000.0,2726000000000000.0,식품,농산물,3
9477,5011000000000000.0,2811000000000000.0,식품,농산물,3
9478,5011000000000000.0,2817000000000000.0,식품,농산물,3
9479,5011000000000000.0,2818500000000000.0,식품,농산물,3
9480,5011000000000000.0,2820000000000000.0,식품,농산물,3
9481,5011000000000000.0,2824500000000000.0,식품,농산물,4
9482,5011000000000000.0,2917000000000000.0,식품,농산물,3
9483,5011000000000000.0,3017000000000000.0,식품,농산물,3
9484,5011000000000000.0,3114000000000000.0,식품,농산물,3
9485,5011000000000000.0,3120000000000000.0,식품,농산물,4
9486,5011000000000000.0,4111700000000000.0,식품,농산물,3
9487,5011000000000000.0,4113500000000000.0,식품,농산물,3
9488,5011000000000000.0,4122000000000000.0,식품,농산물,3
9489,5011000000000000.0,4128100000000000.0,식품,농산물,3
9490,5011000000000000.0,4128700000000000.0,식품,농산물,3
9491,5011000000000000.0,4128700000000000.0,식품,농산물,4
9492,5011000000000000.0,4128700000000000.0,식품,농산물,3
9493,5011000000000000.0,4136000000000000.0,식품,농산물,3
9494,5011000000000000.0,4146100000000000.0,식품,농산물,3
9495,5011000000000000.0,4148000000000000.0,식품,농산물,7
9496,5011000000000000.0,4150000000000000.0,식품,농산물,8
9497,5011000000000000.0,4159000000000000.0,식품,농산물,3
9498,5011000000000000.0,4161000000000000.0,식품,농산물,3
9499,5011000000000000.0,4165000000000000.0,식품,농산물,3
9500,5011000000000000.0,4183000000000000.0,식품,농산물,4
9501,5011000000000000.0,4183000000000000.0,식품,농산물,3
9502,5011000000000000.0,4223000000000000.0,식품,농산물,6
9503,5011000000000000.0,4375000000000000.0,식품,농산물,3
9504,5011000000000000.0,4511300000000000.0,식품,농산물,5
9505,5011000000000000.0,4715000000000000.0,식품,농산물,4
9506,5011000000000000.0,4784000000000000.0,식품,농산물,3
9507,5011000000000000.0,4817000000000000.0,식품,농산물,3
9508,5011000000000000.0,1162000000000000.0,식품,농산물,3
9509,5011000000000000.0,2620000000000000.0,식품,농산물,4
9510,5011000000000000.0,2623000000000000.0,식품,농산물,3
9511,5011000000000000.0,2629000000000000.0,식품,농산물,3
9512,5011000000000000.0,2641000000000000.0,식품,농산물,3
9513,5011000000000000.0,2726000000000000.0,식품,농산물,3
9514,5011000000000000.0,2826000000000000.0,식품,농산물,3
9515,5011000000000000.0,3120000000000000.0,식품,농산물,3
9516,5011000000000000.0,4115000000000000.0,식품,농산물,4
9517,5011000000000000.0,4119900000000000.0,식품,농산물,3
9518,5011000000000000.0,4146100000000000.0,식품,농산물,7
9519,5011000000000000.0,4311300000000000.0,식품,농산물,5
9520,5011000000000000.0,4420000000000000.0,식품,농산물,3
9521,5011000000000000.0,4729000000000000.0,식품,농산물,4
9522,5011000000000000.0,4817000000000000.0,식품,농산물,5
9523,5011000000000000.0,1121500000000000.0,식품,수산,3
9524,5011000000000000.0,4885000000000000.0,식품,농산물,3
9525,5011000000000000.0,4136000000000000.0,식품,음료,3
9526,5011000000000000.0,4418000000000000.0,식품,농산물,4
9527,5011000000000000.0,4613000000000000.0,식품,농산물,4
9528,5011000000000000.0,4128100000000000.0,식품,기타식품,7
9529,5011000000000000.0,1156000000000000.0,식품,가공식품,4
9530,5011000000000000.0,4119500000000000.0,식품,농산물,3
9531,5011000000000000.0,4159000000000000.0,식품,농산물,3
9532,5011000000000000.0,4413300000000000.0,식품,농산물,4
9533,5011000000000000.0,4782000000000000.0,식품,농산물,4
9534,5011000000000000.0,3111000000000000.0,식품,농산물,3
9535,5011000000000000.0,2623000000000000.0,식품,농산물,60
9536,5011000000000000.0,4420000000000000.0,식품,농산물,3
9537,5011000000000000.0,1168000000000000.0,식품,가공식품,6
9538,5011000000000000.0,1168000000000000.0,식품,축산,15
9539,5011000000000000.0,4511100000000000.0,식품,농산물,4
9540,5011000000000000.0,1150000000000000.0,식품,건강식품,6
9541,5011000000000000.0,4148000000000000.0,여행/문화,문화컨텐츠,3
9542,5011000000000000.0,3017000000000000.0,식품,농산물,4
9543,5011000000000000.0,4374000000000000.0,식품,농산물,4
9544,5011000000000000.0,4127100000000000.0,식품,농산물,3
9545,5011000000000000.0,4128500000000000.0,식품,가공식품,3
9546,5011000000000000.0,4311300000000000.0,식품,음료,3
9547,5011000000000000.0,4115000000000000.0,식품,수산,3
9548,5011000000000000.0,4159000000000000.0,식품,수산,4
9549,5011000000000000.0,4511300000000000.0,식품,수산,3
9550,5011000000000000.0,4511300000000000.0,식품,수산,7
9551,5011000000000000.0,4686000000000000.0,식품,수산,4
9552,5011000000000000.0,1138000000000000.0,식품,농산물,6
9553,5011000000000000.0,1159000000000000.0,식품,수산,3
9554,5011000000000000.0,4518000000000000.0,식품,수산,8
9555,5011000000000000.0,4157000000000000.0,식품,농산물,15
9556,5011000000000000.0,1111000000000000.0,식품,기타식품,3
9557,5011000000000000.0,4113100000000000.0,식품,음료,3
9558,5011000000000000.0,4148000000000000.0,식품,기타식품,3
9559,5011000000000000.0,4121000000000000.0,식품,농산물,5
9560,5011000000000000.0,4476000000000000.0,식품,농산물,3
9561,5011000000000000.0,1126000000000000.0,식품,농산물,3
9562,5011000000000000.0,4122000000000000.0,식품,농산물,3
9563,5011000000000000.0,4211000000000000.0,식품,농산물,4
9564,5011000000000000.0,4817000000000000.0,식품,농산물,3
9565,5011000000000000.0,4374000000000000.0,식품,농산물,7
9566,5011000000000000.0,1154500000000000.0,식품,농산물,6
9567,5011000000000000.0,2820000000000000.0,식품,농산물,3
9568,5011000000000000.0,4131000000000000.0,식품,농산물,3
9569,5011000000000000.0,4376000000000000.0,식품,농산물,3
9570,5011000000000000.0,4511100000000000.0,식품,농산물,3
9571,5011000000000000.0,4615000000000000.0,식품,농산물,3
9572,5011000000000000.0,2911000000000000.0,식품,농산물,8
9573,5011000000000000.0,3114000000000000.0,식품,농산물,10
9574,5011000000000000.0,3171000000000000.0,식품,기타식품,10
9575,5011000000000000.0,1111000000000000.0,식품,농산물,4
9576,5011000000000000.0,4480000000000000.0,식품,농산물,10
9577,5011000000000000.0,1156000000000000.0,식품,농산물,5
9578,5011000000000000.0,2818500000000000.0,식품,농산물,20
9579,5011000000000000.0,4115000000000000.0,식품,농산물,4
9580,5011000000000000.0,4139000000000000.0,식품,농산물,3
9581,5011000000000000.0,4280000000000000.0,식품,농산물,5
9582,5011000000000000.0,4113300000000000.0,식품,농산물,3
9583,5011000000000000.0,2617000000000000.0,식품,음료,4
9584,5011000000000000.0,4513000000000000.0,식품,농산물,4
9585,5011000000000000.0,4211000000000000.0,식품,농산물,3
9586,5011000000000000.0,1114000000000000.0,식품,농산물,3
9587,5011000000000000.0,4113500000000000.0,식품,농산물,3
9588,5011000000000000.0,4139000000000000.0,식품,농산물,3
9589,5011000000000000.0,4139000000000000.0,식품,농산물,3
9590,5011000000000000.0,4148000000000000.0,식품,농산물,3
9591,5011000000000000.0,4511300000000000.0,식품,농산물,4
9592,5011000000000000.0,4155000000000000.0,식품,축산,5
9593,5011000000000000.0,1147000000000000.0,식품,농산물,4
9594,5011000000000000.0,4471000000000000.0,식품,농산물,3
9595,5011000000000000.0,4418000000000000.0,식품,농산물,4
9596,5011000000000000.0,4511100000000000.0,식품,농산물,5
9597,5011000000000000.0,2826000000000000.0,식품,농산물,4
9598,5011000000000000.0,3111000000000000.0,식품,농산물,4
9599,5011000000000000.0,1126000000000000.0,식품,농산물,3
9600,5011000000000000.0,4479000000000000.0,식품,농산물,4
9601,5011000000000000.0,4521000000000000.0,식품,농산물,3
9602,5011000000000000.0,4886000000000000.0,식품,농산물,3
9603,5013000000000000.0,2824500000000000.0,식품,농산물,3
9604,5013000000000000.0,2723000000000000.0,식품,음료,3
9605,5013000000000000.0,2817000000000000.0,식품,농산물,4
9606,5013000000000000.0,3114000000000000.0,식품,농산물,3
9607,5013000000000000.0,4139000000000000.0,식품,농산물,3
9608,5013000000000000.0,2824500000000000.0,식품,농산물,3
9609,5013000000000000.0,4159000000000000.0,식품,농산물,21
9610,5013000000000000.0,1117000000000000.0,식품,농산물,4
